order_id,order_date,customer_id,customer_segment,region,sales_rep,channel,category,product,unit_price,units_sold,discount_pct,gross_revenue,net_revenue,returned
ORD-106016,2025-12-17,CUST-7818,Small Business,North,Sam Patel,Online,Office Supplies,Standing Desk,354.49,1,0.157,354.49,298.84,False
ORD-106017,2025-12-17,CUST-8854,Enterprise,East,Liam O'Brien,In-Store,Home & Kitchen,Cookware Set,128.17,5,0.107,640.85,572.28,False
ORD-106018,2025-12-17,CUST-6978,Small Business,North,Sam Patel,Online,Office Supplies,Desk Lamp,33.76,1,0.149,33.76,28.73,False
ORD-106019,2025-12-17,CUST-6158,Enterprise,South,Nina Torres,Wholesale,Apparel,T-Shirt Pack,25.46,4,0.268,101.84,74.55,False
ORD-106020,2025-12-17,CUST-7077,Enterprise,North,Jordan Lee,Wholesale,Office Supplies,Ergonomic Chair,257.94,1,0.232,257.94,198.1,False
ORD-106021,2025-12-17,CUST-8893,Consumer,East,Emily Chen,Online,Home & Kitchen,Air Fryer,90.39,2,0.143,180.78,154.93,False
ORD-106022,2025-12-17,CUST-7455,Small Business,Central,Tyler Brooks,Online,Electronics,Laptop Stand,28.64,1,0.114,28.64,25.38,False
ORD-106023,2025-12-17,CUST-5651,Consumer,East,Liam O'Brien,In-Store,Apparel,Running Shoes,77.15,1,0.099,77.15,69.51,False
ORD-106024,2025-12-17,CUST-7993,Enterprise,West,Sophie Zhang,Wholesale,Apparel,Running Shoes,76.81,3,0.249,230.43,173.05,False
ORD-106025,2025-12-17,CUST-9114,Small Business,Central,Dana Kowalski,Online,Beauty,Perfume,71.09,2,0.171,142.18,117.87,False
ORD-106026,2025-12-17,CUST-8834,Small Business,West,Sophie Zhang,Wholesale,Electronics,Smart Watch,201.29,2,0.361,402.58,257.25,False
ORD-106027,2025-12-18,CUST-5140,Consumer,Central,Marcus Webb,Marketplace,Apparel,Denim Jeans,54.81,1,0.185,54.81,44.67,False
ORD-106028,2025-12-18,CUST-5983,Small Business,South,Chris Evans,Online,Home & Kitchen,Blender,50.21,3,0.183,150.63,123.06,False
ORD-106029,2025-12-18,CUST-9119,Small Business,Central,Dana Kowalski,Marketplace,Home & Kitchen,Cookware Set,127.08,4,0.19,508.32,411.74,False
ORD-106030,2025-12-18,CUST-7665,Consumer,East,Emily Chen,Online,Office Supplies,Desk Lamp,36.06,1,0.203,36.06,28.74,True
ORD-106031,2025-12-18,CUST-6174,Consumer,North,Sam Patel,In-Store,Office Supplies,Standing Desk,343.99,2,0.186,687.98,560.02,False
ORD-106032,2025-12-18,CUST-7546,Small Business,North,Alex Kim,Online,Office Supplies,Desk Lamp,35.49,2,0.201,70.98,56.71,False
ORD-106033,2025-12-18,CUST-6640,Consumer,South,Chris Evans,In-Store,Electronics,Laptop Stand,29.66,6,0.176,177.96,146.64,False
ORD-106034,2025-12-18,CUST-9132,Consumer,South,Maria Gomez,In-Store,Home & Kitchen,Coffee Maker,62.21,1,0.142,62.21,53.38,False
ORD-106035,2025-12-18,CUST-8091,Small Business,West,Jake Chen,In-Store,Electronics,Laptop Stand,29.26,8,0.068,234.08,218.16,False
ORD-106036,2025-12-18,CUST-6561,Consumer,West,Jake Chen,In-Store,Home & Kitchen,Coffee Maker,68.01,5,0.201,340.05,271.7,False
ORD-106037,2025-12-18,CUST-5765,Consumer,Central,Tyler Brooks,In-Store,Apparel,Yoga Pants,38.75,1,0.208,38.75,30.69,False
ORD-106038,2025-12-18,CUST-6143,Enterprise,East,Liam O'Brien,Wholesale,Apparel,Winter Jacket,115.25,2,0.273,230.5,167.57,False
ORD-106039,2025-12-18,CUST-6348,Consumer,West,Sophie Zhang,Marketplace,Office Supplies,Ergonomic Chair,244.77,3,0.166,734.31,612.41,False
ORD-106040,2025-12-18,CUST-8563,Consumer,South,Chris Evans,In-Store,Apparel,Running Shoes,83.01,3,0.18,249.03,204.2,False
ORD-106041,2025-12-19,CUST-5054,Consumer,West,Priya Nair,Online,Apparel,Winter Jacket,117.66,3,0.188,352.98,286.62,False
ORD-106042,2025-12-19,CUST-5057,Consumer,West,Jake Chen,Online,Apparel,Denim Jeans,54.54,2,0.11,109.08,97.08,False
ORD-106043,2025-12-19,CUST-5744,Consumer,West,Priya Nair,Online,Home & Kitchen,Vacuum Cleaner,147.14,6,0.223,882.84,685.97,False
ORD-106044,2025-12-19,CUST-5267,Consumer,East,Liam O'Brien,In-Store,Home & Kitchen,Vacuum Cleaner,157.32,1,0.147,157.32,134.19,True
ORD-106045,2025-12-19,CUST-7470,Consumer,East,Liam O'Brien,In-Store,Electronics,Bluetooth Speaker,47.24,1,0.127,47.24,41.24,False
ORD-106046,2025-12-19,CUST-6474,Small Business,North,Sam Patel,In-Store,Office Supplies,Notebook Set,14.96,8,0.104,119.68,107.23,False
ORD-106047,2025-12-19,CUST-5034,Small Business,West,Sophie Zhang,Wholesale,Beauty,Electric Shaver,92.55,3,0.281,277.65,199.63,False
ORD-106048,2025-12-19,CUST-8957,Consumer,West,Jake Chen,Online,Office Supplies,Monitor Arm,58.31,3,0.097,174.93,157.96,False
ORD-106049,2025-12-19,CUST-9351,Small Business,East,Emily Chen,In-Store,Apparel,Winter Jacket,118.48,5,0.179,592.4,486.36,False
ORD-106050,2025-12-19,CUST-8390,Enterprise,North,Sam Patel,Marketplace,Apparel,T-Shirt Pack,25.44,2,0.254,50.88,37.96,False
ORD-106051,2025-12-19,CUST-6550,Small Business,South,Maria Gomez,Online,Home & Kitchen,Air Fryer,88.07,2,0.166,176.14,146.9,False
ORD-106052,2025-12-19,CUST-6582,Consumer,East,Emily Chen,In-Store,Electronics,Bluetooth Speaker,43.75,8,0.13,350.0,304.5,False
ORD-106053,2025-12-19,CUST-7497,Consumer,West,Jake Chen,Wholesale,Home & Kitchen,Blender,52.1,2,0.261,104.2,77.0,False
ORD-106054,2025-12-19,CUST-8377,Small Business,South,Nina Torres,In-Store,Beauty,Skincare Set,73.07,1,0.073,73.07,67.74,False
ORD-106055,2025-12-19,CUST-7791,Consumer,West,Sophie Zhang,Marketplace,Electronics,Bluetooth Speaker,43.01,2,0.211,86.02,67.87,False
ORD-106056,2025-12-19,CUST-8199,Consumer,South,Nina Torres,Wholesale,Apparel,T-Shirt Pack,25.62,5,0.24,128.1,97.36,False
ORD-106057,2025-12-19,CUST-7492,Enterprise,North,Jordan Lee,In-Store,Beauty,Makeup Kit,53.58,1,0.151,53.58,45.49,False
ORD-106058,2025-12-19,CUST-8481,Small Business,West,Sophie Zhang,Online,Home & Kitchen,Air Fryer,89.54,4,0.19,358.16,290.11,False
ORD-106059,2025-12-19,CUST-8670,Consumer,East,Emily Chen,Marketplace,Apparel,Yoga Pants,38.44,1,0.196,38.44,30.91,False
ORD-106060,2025-12-20,CUST-5130,Consumer,West,Jake Chen,Marketplace,Office Supplies,Monitor Arm,57.4,4,0.211,229.6,181.15,False
ORD-106061,2025-12-20,CUST-8696,Consumer,South,Chris Evans,Online,Apparel,Winter Jacket,119.52,2,0.141,239.04,205.34,False
ORD-106062,2025-12-20,CUST-7567,Consumer,North,Alex Kim,In-Store,Office Supplies,Monitor Arm,59.01,3,0.137,177.03,152.78,False
ORD-106063,2025-12-20,CUST-6145,Consumer,North,Jordan Lee,In-Store,Home & Kitchen,Blender,50.02,1,0.086,50.02,45.72,False
ORD-106064,2025-12-20,CUST-8513,Small Business,North,Sam Patel,Marketplace,Office Supplies,Desk Lamp,36.62,1,0.251,36.62,27.43,False
ORD-106065,2025-12-20,CUST-8243,Enterprise,West,Sophie Zhang,Online,Electronics,Bluetooth Speaker,44.57,1,0.175,44.57,36.77,False
ORD-106066,2025-12-20,CUST-6585,Small Business,South,Maria Gomez,In-Store,Electronics,Bluetooth Speaker,45.45,5,0.109,227.25,202.48,False
ORD-106067,2025-12-20,CUST-7497,Consumer,Central,Dana Kowalski,In-Store,Apparel,Running Shoes,76.77,4,0.177,307.08,252.73,False
ORD-106068,2025-12-20,CUST-8120,Consumer,West,Priya Nair,In-Store,Home & Kitchen,Cookware Set,135.01,1,0.152,135.01,114.49,False
ORD-106069,2025-12-20,CUST-7450,Consumer,East,Ravi Shah,Wholesale,Office Supplies,Ergonomic Chair,257.64,5,0.174,1288.2,1064.05,False
ORD-106070,2025-12-20,CUST-6601,Consumer,Central,Dana Kowalski,Wholesale,Home & Kitchen,Air Fryer,90.19,5,0.232,450.95,346.33,False
ORD-106071,2025-12-20,CUST-6703,Small Business,South,Chris Evans,Online,Office Supplies,Monitor Arm,58.09,1,0.13,58.09,50.54,False
ORD-106072,2025-12-20,CUST-8523,Consumer,North,Alex Kim,Online,Electronics,Smart Watch,198.51,4,0.105,794.04,710.67,False
ORD-106073,2025-12-20,CUST-8727,Consumer,West,Jake Chen,Online,Beauty,Makeup Kit,53.88,1,0.153,53.88,45.64,False
ORD-106074,2025-12-20,CUST-6022,Small Business,South,Maria Gomez,Online,Home & Kitchen,Cookware Set,136.42,2,0.113,272.84,242.01,False
ORD-106075,2025-12-20,CUST-9327,Consumer,Central,Dana Kowalski,In-Store,Electronics,Bluetooth Speaker,44.95,2,0.143,89.9,77.04,False
ORD-106076,2025-12-21,CUST-5255,Small Business,Central,Marcus Webb,In-Store,Office Supplies,Ergonomic Chair,248.05,3,0.119,744.15,655.6,False
ORD-106077,2025-12-21,CUST-7299,Enterprise,Central,Marcus Webb,Online,Beauty,Hair Dryer,43.5,2,0.143,87.0,74.56,False
ORD-106078,2025-12-21,CUST-7970,Small Business,Central,Marcus Webb,Online,Beauty,Skincare Set,73.03,1,0.19,73.03,59.15,False
ORD-106079,2025-12-21,CUST-6412,Small Business,East,Ravi Shah,Online,Electronics,Bluetooth Speaker,45.94,3,0.132,137.82,119.63,False
ORD-106080,2025-12-21,CUST-8246,Consumer,West,Sophie Zhang,In-Store,Apparel,T-Shirt Pack,25.08,8,0.179,200.64,164.73,False
ORD-106081,2025-12-21,CUST-8592,Consumer,North,Sam Patel,In-Store,Apparel,Yoga Pants,39.42,3,0.133,118.26,102.53,False
ORD-106082,2025-12-21,CUST-9374,Consumer,West,Sophie Zhang,Online,Office Supplies,Ergonomic Chair,244.92,2,0.108,489.84,436.94,False
ORD-106083,2025-12-21,CUST-5390,Small Business,North,Alex Kim,Online,Home & Kitchen,Cookware Set,126.1,1,0.176,126.1,103.91,False
ORD-106084,2025-12-21,CUST-8953,Consumer,West,Priya Nair,Marketplace,Home & Kitchen,Cookware Set,123.93,3,0.208,371.79,294.46,False
ORD-106085,2025-12-21,CUST-8252,Consumer,Central,Tyler Brooks,Marketplace,Beauty,Perfume,73.33,3,0.15,219.99,186.99,False
ORD-106086,2025-12-21,CUST-6490,Consumer,North,Alex Kim,Online,Beauty,Perfume,71.76,3,0.123,215.28,188.8,False
ORD-106087,2025-12-21,CUST-7047,Small Business,North,Sam Patel,In-Store,Office Supplies,Desk Lamp,36.49,6,0.136,218.94,189.16,False
ORD-106088,2025-12-22,CUST-6790,Small Business,East,Liam O'Brien,Online,Office Supplies,Standing Desk,346.93,4,0.098,1387.72,1251.72,False
ORD-106089,2025-12-22,CUST-5925,Consumer,West,Jake Chen,Online,Apparel,Winter Jacket,124.42,4,0.143,497.68,426.51,False
ORD-106090,2025-12-22,CUST-7413,Small Business,West,Jake Chen,Marketplace,Electronics,USB-C Hub,34.14,2,0.19,68.28,55.31,False
ORD-106091,2025-12-22,CUST-5946,Enterprise,West,Sophie Zhang,Online,Office Supplies,Desk Lamp,35.02,1,0.147,35.02,29.87,False
ORD-106092,2025-12-22,CUST-5109,Consumer,West,Jake Chen,In-Store,Apparel,Running Shoes,77.61,1,0.156,77.61,65.5,False
ORD-106093,2025-12-22,CUST-5338,Consumer,North,Sam Patel,Wholesale,Home & Kitchen,Air Fryer,92.42,4,0.189,369.68,299.81,False
ORD-106094,2025-12-22,CUST-5340,Enterprise,East,Liam O'Brien,Marketplace,Office Supplies,Notebook Set,14.99,3,0.175,44.97,37.1,False
ORD-106095,2025-12-22,CUST-5648,Consumer,East,Liam O'Brien,In-Store,Office Supplies,Desk Lamp,35.12,2,0.104,70.24,62.94,False
ORD-106096,2025-12-22,CUST-8177,Small Business,North,Sam Patel,Online,Beauty,Skincare Set,77.69,1,0.189,77.69,63.01,False
ORD-106097,2025-12-22,CUST-7308,Consumer,South,Chris Evans,Online,Home & Kitchen,Vacuum Cleaner,153.58,5,0.091,767.9,698.02,False
ORD-106098,2025-12-22,CUST-7394,Consumer,Central,Dana Kowalski,Marketplace,Apparel,Running Shoes,83.72,2,0.246,167.44,126.25,False
ORD-106099,2025-12-22,CUST-7132,Consumer,Central,Marcus Webb,Online,Beauty,Electric Shaver,89.14,1,0.132,89.14,77.37,False
ORD-106100,2025-12-22,CUST-8804,Enterprise,West,Priya Nair,Online,Home & Kitchen,Cookware Set,129.49,1,0.146,129.49,110.58,False
ORD-106101,2025-12-22,CUST-5720,Consumer,Central,Dana Kowalski,Online,Office Supplies,Notebook Set,15.16,6,0.129,90.96,79.23,False
ORD-106102,2025-12-22,CUST-6396,Enterprise,North,Alex Kim,Online,Beauty,Makeup Kit,54.73,1,0.219,54.73,42.74,False
ORD-106103,2025-12-22,CUST-5528,Consumer,Central,Tyler Brooks,In-Store,Apparel,Winter Jacket,119.03,2,0.182,238.06,194.73,False
ORD-106104,2025-12-22,CUST-6546,Consumer,North,Jordan Lee,Marketplace,Beauty,Perfume,68.87,3,0.183,206.61,168.8,False
ORD-106105,2025-12-22,CUST-9070,Consumer,East,Emily Chen,Wholesale,Apparel,Running Shoes,82.64,2,0.289,165.28,117.51,False
ORD-106106,2025-12-22,CUST-5631,Consumer,South,Chris Evans,Marketplace,Electronics,Bluetooth Speaker,45.14,2,0.179,90.28,74.12,False
ORD-106107,2025-12-22,CUST-8486,Consumer,West,Priya Nair,Online,Electronics,USB-C Hub,35.37,5,0.192,176.85,142.89,True
ORD-106108,2025-12-22,CUST-7879,Enterprise,North,Sam Patel,Online,Office Supplies,Monitor Arm,58.21,10,0.172,582.1,481.98,False
ORD-106109,2025-12-22,CUST-8379,Enterprise,North,Alex Kim,Online,Electronics,Wireless Earbuds,58.5,2,0.179,117.0,96.06,False
ORD-106110,2025-12-22,CUST-5101,Consumer,South,Chris Evans,Online,Apparel,Running Shoes,78.71,2,0.2,157.42,125.94,False
ORD-106111,2025-12-22,CUST-5571,Small Business,North,Jordan Lee,In-Store,Electronics,Laptop Stand,29.89,2,0.082,59.78,54.88,False
ORD-106112,2025-12-23,CUST-8306,Consumer,South,Chris Evans,Wholesale,Beauty,Skincare Set,71.57,2,0.35,143.14,93.04,True
ORD-106113,2025-12-23,CUST-5298,Enterprise,East,Emily Chen,In-Store,Electronics,Wireless Earbuds,62.32,2,0.134,124.64,107.94,False
ORD-106114,2025-12-23,CUST-9148,Consumer,South,Maria Gomez,Marketplace,Apparel,Running Shoes,83.22,2,0.265,166.44,122.33,False
ORD-106115,2025-12-23,CUST-8001,Consumer,South,Nina Torres,In-Store,Apparel,Yoga Pants,40.64,2,0.081,81.28,74.7,False
ORD-106116,2025-12-23,CUST-7440,Consumer,North,Alex Kim,In-Store,Office Supplies,Desk Lamp,34.35,8,0.098,274.8,247.87,False
ORD-106117,2025-12-23,CUST-8680,Small Business,North,Jordan Lee,Wholesale,Home & Kitchen,Air Fryer,88.96,1,0.353,88.96,57.56,False
ORD-106118,2025-12-23,CUST-6389,Consumer,East,Emily Chen,Marketplace,Beauty,Skincare Set,76.75,3,0.261,230.25,170.15,False
ORD-106119,2025-12-23,CUST-7518,Small Business,West,Jake Chen,In-Store,Home & Kitchen,Vacuum Cleaner,146.78,2,0.167,293.56,244.54,False
ORD-106120,2025-12-23,CUST-8306,Enterprise,East,Liam O'Brien,Online,Electronics,Bluetooth Speaker,45.48,4,0.099,181.92,163.91,False
ORD-106121,2025-12-23,CUST-5404,Consumer,North,Sam Patel,Online,Apparel,Running Shoes,83.24,2,0.09,166.48,151.5,False
ORD-106122,2025-12-23,CUST-9012,Consumer,East,Liam O'Brien,Marketplace,Apparel,Yoga Pants,39.63,1,0.169,39.63,32.93,False
ORD-106123,2025-12-23,CUST-5673,Consumer,East,Liam O'Brien,Online,Apparel,Denim Jeans,55.47,5,0.223,277.35,215.5,False
ORD-106124,2025-12-23,CUST-7004,Consumer,South,Maria Gomez,In-Store,Office Supplies,Desk Lamp,36.49,3,0.171,109.47,90.75,False
ORD-106125,2025-12-23,CUST-6602,Consumer,South,Maria Gomez,In-Store,Home & Kitchen,Coffee Maker,63.95,2,0.081,127.9,117.54,False
ORD-106126,2025-12-23,CUST-9037,Consumer,North,Sam Patel,Marketplace,Electronics,USB-C Hub,35.9,5,0.13,179.5,156.16,False
ORD-106127,2025-12-23,CUST-5362,Enterprise,North,Alex Kim,Online,Electronics,Smart Watch,205.09,8,0.235,1640.72,1255.15,False
ORD-106128,2025-12-23,CUST-8966,Consumer,South,Maria Gomez,Online,Beauty,Makeup Kit,57.35,2,0.132,114.7,99.56,False
ORD-106129,2025-12-24,CUST-7277,Consumer,North,Jordan Lee,Marketplace,Office Supplies,Monitor Arm,62.14,2,0.182,124.28,101.66,True
ORD-106130,2025-12-24,CUST-6261,Consumer,East,Ravi Shah,In-Store,Electronics,Wireless Earbuds,61.48,4,0.173,245.92,203.38,False
ORD-106131,2025-12-24,CUST-6185,Consumer,East,Ravi Shah,Online,Electronics,USB-C Hub,35.47,2,0.186,70.94,57.75,False
ORD-106132,2025-12-24,CUST-6413,Consumer,Central,Tyler Brooks,Wholesale,Home & Kitchen,Vacuum Cleaner,146.11,1,0.291,146.11,103.59,False
ORD-106133,2025-12-24,CUST-6838,Enterprise,East,Ravi Shah,Marketplace,Office Supplies,Desk Lamp,35.59,2,0.241,71.18,54.03,True
ORD-106134,2025-12-24,CUST-7178,Consumer,East,Liam O'Brien,In-Store,Electronics,Smart Watch,195.52,5,0.211,977.6,771.33,False
ORD-106135,2025-12-24,CUST-5338,Enterprise,South,Chris Evans,Marketplace,Apparel,Denim Jeans,54.66,4,0.202,218.64,174.47,False
ORD-106136,2025-12-24,CUST-7249,Consumer,North,Jordan Lee,Online,Electronics,Laptop Stand,30.62,5,0.215,153.1,120.18,False
ORD-106137,2025-12-24,CUST-9224,Consumer,East,Ravi Shah,Wholesale,Office Supplies,Standing Desk,356.11,1,0.301,356.11,248.92,False
ORD-106138,2025-12-24,CUST-5327,Consumer,East,Ravi Shah,Wholesale,Electronics,Laptop Stand,29.69,1,0.357,29.69,19.09,True
ORD-106139,2025-12-24,CUST-6323,Consumer,West,Sophie Zhang,In-Store,Electronics,USB-C Hub,33.88,1,0.203,33.88,27.0,False
ORD-106140,2025-12-24,CUST-8489,Consumer,West,Priya Nair,In-Store,Apparel,Yoga Pants,39.93,8,0.105,319.44,285.9,False
ORD-106141,2025-12-24,CUST-9214,Small Business,South,Nina Torres,Marketplace,Apparel,Running Shoes,78.15,1,0.191,78.15,63.22,False
ORD-106142,2025-12-24,CUST-7186,Small Business,South,Maria Gomez,In-Store,Office Supplies,Ergonomic Chair,243.88,3,0.12,731.64,643.84,False
ORD-106143,2025-12-24,CUST-7866,Small Business,East,Emily Chen,In-Store,Electronics,Laptop Stand,29.47,3,0.129,88.41,77.01,False
ORD-106144,2025-12-24,CUST-5508,Enterprise,East,Ravi Shah,In-Store,Apparel,Winter Jacket,122.46,3,0.181,367.38,300.88,True
ORD-106145,2025-12-24,CUST-5487,Consumer,North,Jordan Lee,Online,Electronics,USB-C Hub,34.98,3,0.17,104.94,87.1,False
ORD-106146,2025-12-24,CUST-5051,Consumer,East,Liam O'Brien,In-Store,Apparel,Denim Jeans,54.29,2,0.161,108.58,91.1,False
ORD-106147,2025-12-25,CUST-8692,Consumer,South,Maria Gomez,In-Store,Electronics,USB-C Hub,36.39,1,0.241,36.39,27.62,False
ORD-106148,2025-12-25,CUST-5031,Consumer,East,Ravi Shah,Online,Electronics,USB-C Hub,35.71,4,0.058,142.84,134.56,False
ORD-106149,2025-12-25,CUST-5840,Consumer,South,Chris Evans,Marketplace,Home & Kitchen,Air Fryer,89.94,1,0.177,89.94,74.02,False
ORD-106150,2025-12-25,CUST-8171,Consumer,East,Liam O'Brien,Online,Home & Kitchen,Blender,49.6,1,0.145,49.6,42.41,False
ORD-106151,2025-12-25,CUST-7780,Small Business,West,Priya Nair,In-Store,Home & Kitchen,Blender,51.58,1,0.122,51.58,45.29,True
ORD-106152,2025-12-25,CUST-7868,Consumer,Central,Dana Kowalski,Online,Apparel,Winter Jacket,116.07,1,0.184,116.07,94.71,False
ORD-106153,2025-12-25,CUST-9033,Consumer,Central,Dana Kowalski,In-Store,Home & Kitchen,Blender,50.81,2,0.226,101.62,78.65,False
ORD-106154,2025-12-25,CUST-6716,Small Business,East,Ravi Shah,Marketplace,Electronics,Laptop Stand,28.55,5,0.212,142.75,112.49,False
ORD-106155,2025-12-25,CUST-9285,Small Business,East,Liam O'Brien,In-Store,Home & Kitchen,Air Fryer,85.55,2,0.153,171.1,144.92,False
ORD-106156,2025-12-25,CUST-8929,Enterprise,East,Liam O'Brien,In-Store,Electronics,Wireless Earbuds,62.58,2,0.167,125.16,104.26,False
ORD-106157,2025-12-25,CUST-8391,Consumer,North,Sam Patel,Marketplace,Electronics,USB-C Hub,35.04,1,0.159,35.04,29.47,False
ORD-106158,2025-12-25,CUST-8530,Small Business,North,Jordan Lee,Online,Electronics,Laptop Stand,29.44,8,0.066,235.52,219.98,False
ORD-106159,2025-12-25,CUST-9057,Small Business,North,Sam Patel,Online,Electronics,Laptop Stand,30.87,6,0.144,185.22,158.55,False
ORD-106160,2025-12-25,CUST-6549,Consumer,West,Sophie Zhang,Online,Office Supplies,Monitor Arm,62.9,5,0.154,314.5,266.07,False
ORD-106161,2025-12-25,CUST-7900,Small Business,South,Maria Gomez,In-Store,Apparel,T-Shirt Pack,23.83,2,0.102,47.66,42.8,False
ORD-106162,2025-12-25,CUST-9071,Consumer,North,Alex Kim,Marketplace,Apparel,Running Shoes,76.29,3,0.175,228.87,188.82,False
ORD-106163,2025-12-25,CUST-5107,Small Business,West,Jake Chen,In-Store,Office Supplies,Desk Lamp,36.23,2,0.133,72.46,62.82,False
ORD-106164,2025-12-26,CUST-5260,Small Business,East,Emily Chen,Online,Beauty,Makeup Kit,55.3,2,0.178,110.6,90.91,False
ORD-106165,2025-12-26,CUST-7473,Small Business,West,Jake Chen,Online,Home & Kitchen,Blender,51.9,1,0.071,51.9,48.22,True
ORD-106166,2025-12-26,CUST-6713,Consumer,East,Liam O'Brien,Online,Home & Kitchen,Air Fryer,91.74,1,0.182,91.74,75.04,False
ORD-106167,2025-12-26,CUST-7023,Enterprise,North,Alex Kim,Online,Beauty,Makeup Kit,54.83,8,0.139,438.64,377.67,False
ORD-106168,2025-12-26,CUST-5463,Enterprise,North,Jordan Lee,In-Store,Office Supplies,Notebook Set,14.48,3,0.205,43.44,34.53,False
ORD-106169,2025-12-26,CUST-7634,Enterprise,West,Jake Chen,Online,Office Supplies,Desk Lamp,34.6,1,0.155,34.6,29.24,False
ORD-106170,2025-12-26,CUST-6094,Consumer,North,Sam Patel,In-Store,Apparel,Denim Jeans,56.57,5,0.085,282.85,258.81,False
ORD-106171,2025-12-26,CUST-6829,Consumer,East,Ravi Shah,Wholesale,Apparel,Winter Jacket,116.8,1,0.239,116.8,88.88,False
ORD-106172,2025-12-26,CUST-5231,Consumer,East,Ravi Shah,Online,Apparel,Denim Jeans,56.16,4,0.113,224.64,199.26,False
ORD-106173,2025-12-26,CUST-5219,Consumer,Central,Marcus Webb,Marketplace,Apparel,Winter Jacket,116.96,3,0.251,350.88,262.81,False
ORD-106174,2025-12-26,CUST-8426,Consumer,East,Emily Chen,In-Store,Home & Kitchen,Cookware Set,129.52,1,0.185,129.52,105.56,False
ORD-106175,2025-12-26,CUST-7121,Small Business,East,Emily Chen,Marketplace,Office Supplies,Monitor Arm,57.5,2,0.133,115.0,99.7,False
ORD-106176,2025-12-26,CUST-6403,Consumer,South,Chris Evans,Online,Beauty,Perfume,69.68,1,0.081,69.68,64.04,False
ORD-106177,2025-12-26,CUST-8821,Small Business,Central,Dana Kowalski,Wholesale,Apparel,Winter Jacket,121.34,1,0.203,121.34,96.71,False
ORD-106178,2025-12-26,CUST-7652,Small Business,East,Emily Chen,Wholesale,Home & Kitchen,Blender,50.31,1,0.266,50.31,36.93,False
ORD-106179,2025-12-27,CUST-7124,Enterprise,North,Alex Kim,Wholesale,Apparel,Denim Jeans,54.48,1,0.355,54.48,35.14,False
ORD-106180,2025-12-27,CUST-5562,Enterprise,East,Ravi Shah,Marketplace,Electronics,Bluetooth Speaker,44.4,5,0.146,222.0,189.59,False
ORD-106181,2025-12-27,CUST-6525,Small Business,South,Chris Evans,Online,Beauty,Makeup Kit,53.75,2,0.235,107.5,82.24,False
ORD-106182,2025-12-27,CUST-8726,Small Business,North,Jordan Lee,Online,Apparel,Denim Jeans,56.46,3,0.177,169.38,139.4,False
ORD-106183,2025-12-27,CUST-7563,Consumer,East,Ravi Shah,Wholesale,Electronics,Laptop Stand,30.84,1,0.195,30.84,24.83,False
ORD-106184,2025-12-27,CUST-7519,Consumer,West,Sophie Zhang,Online,Apparel,T-Shirt Pack,24.95,6,0.194,149.7,120.66,False
ORD-106185,2025-12-27,CUST-5319,Consumer,East,Ravi Shah,Online,Office Supplies,Standing Desk,345.88,2,0.192,691.76,558.94,False
ORD-106186,2025-12-27,CUST-7307,Small Business,East,Emily Chen,Online,Electronics,Laptop Stand,30.4,1,0.067,30.4,28.36,False
ORD-106187,2025-12-27,CUST-7948,Small Business,East,Ravi Shah,In-Store,Electronics,Bluetooth Speaker,45.25,2,0.192,90.5,73.12,False
ORD-106188,2025-12-27,CUST-9379,Consumer,West,Priya Nair,In-Store,Home & Kitchen,Blender,50.83,1,0.129,50.83,44.27,False
ORD-106189,2025-12-27,CUST-6796,Enterprise,South,Maria Gomez,Wholesale,Office Supplies,Desk Lamp,34.31,1,0.292,34.31,24.29,False
ORD-106190,2025-12-27,CUST-8944,Small Business,South,Maria Gomez,Marketplace,Electronics,Smart Watch,205.76,3,0.174,617.28,509.87,False
ORD-106191,2025-12-28,CUST-9212,Consumer,North,Alex Kim,In-Store,Office Supplies,Notebook Set,14.72,1,0.123,14.72,12.91,False
ORD-106192,2025-12-28,CUST-9122,Consumer,North,Sam Patel,In-Store,Home & Kitchen,Vacuum Cleaner,148.77,1,0.101,148.77,133.74,False
ORD-106193,2025-12-28,CUST-8510,Enterprise,Central,Marcus Webb,Online,Electronics,Bluetooth Speaker,43.34,2,0.217,86.68,67.87,False
ORD-106194,2025-12-28,CUST-6681,Consumer,West,Jake Chen,Online,Home & Kitchen,Coffee Maker,67.3,1,0.144,67.3,57.61,False
ORD-106195,2025-12-28,CUST-6885,Consumer,South,Nina Torres,Marketplace,Home & Kitchen,Air Fryer,91.29,1,0.133,91.29,79.15,False
ORD-106196,2025-12-28,CUST-5928,Consumer,South,Maria Gomez,In-Store,Beauty,Electric Shaver,87.61,2,0.143,175.22,150.16,False
ORD-106197,2025-12-28,CUST-8296,Consumer,Central,Tyler Brooks,In-Store,Beauty,Electric Shaver,93.16,1,0.22,93.16,72.66,False
ORD-106198,2025-12-28,CUST-8537,Small Business,South,Nina Torres,Online,Electronics,Wireless Earbuds,61.22,6,0.149,367.32,312.59,False
ORD-106199,2025-12-28,CUST-8261,Consumer,East,Liam O'Brien,In-Store,Home & Kitchen,Vacuum Cleaner,149.12,2,0.209,298.24,235.91,False
ORD-106200,2025-12-28,CUST-8796,Small Business,North,Alex Kim,Online,Beauty,Electric Shaver,94.4,1,0.121,94.4,82.98,False
ORD-106201,2025-12-28,CUST-9204,Enterprise,East,Emily Chen,Online,Home & Kitchen,Vacuum Cleaner,147.55,1,0.094,147.55,133.68,False
